Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Brand Button Url (product.metafields.custom.brand_button_url),Brand Description (product.metafields.custom.brand_description),Brand Heading (product.metafields.custom.brand_heading),How to use (product.metafields.custom.how_to_use),Ingredients (product.metafields.custom.ingredients),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age restrictions (product.metafields.shopify.age-restrictions),Event type (product.metafields.shopify.event-type),Hair care finish (product.metafields.shopify.hair-care-finish),Hair care items included (product.metafields.shopify.hair-care-items-included),Hair type (product.metafields.shopify.hair-type),Hold level (product.metafields.shopify.hold-level),Product form (product.metafields.shopify.product-form),Target gender (product.metafields.shopify.target-gender),Ticket type (product.metafields.shopify.ticket-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
innersense-hydrating-cream-hairbath,,,,,,,,,10 oz,,,,,,,,INN-HCHB-295,540.0,shopify,deny,manual,130.00,,true,true,,,,,'852415001437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,55.05,
innersense-hydrating-cream-hairbath,,,,,,,,,32 oz,,,,,,,,INN-HCHB-946,1680.0,shopify,deny,manual,340.00,,true,true,,,,,'852415001444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,132.12,
innersense-detox-hair-mask,Innersense Detox Hair Mask,"<p>A clarifying detox treatment to remove buildup.</p><br>
<p>Remove buildup and residue with this clarifying detox mask.</p><br>
<p>Charcoal, kaolin clay and certified organic white vinegar draw microparticles to the surface without stripping hair of natural oils.</p>
<p>Ideal for all hair types and textures.</p><br>
<p>Fragrance note: Sage, vanilla</p>
<p><strong>Key ingredients: </strong></p><br>
<p><strong>Charcoal:</strong> is a gentle detoxifier and helps to draw out dirt, toxins and impurities from the hair and scalp.</p><br>
<p><strong>Kaolin clay: </strong>also called "" china clay"" is a soft white clay named after the hill in China (Kao-ling) from which it was mined for centuries. This dynamic clay helps remove excess oil, dirt and product build up from hair and scalp.</p><br>
<p><strong>Certified organic white vinegar:</strong> long used as clarifier for hair, helps to increase shine, balance PH and reduce frizz and hair porosity.</p>
",Innersense Beauty,Uncategorized,Shampoo & Cleanser,"CG Approved, CG Method, Clarifying Cleanser, Clarifying Curls, Detox, Detox Mask, Detox Treatment, Hair detox, Innersense, Innersense Detox Mask, Low Porosity Essentials",true,size,6 oz,,,,,,,,INN-DHM-177,380.0,shopify,deny,manual,120.00,,true,true,,,,,'850006575596,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/InnersenseDetoxHairMask.png?v=1659411366,1,Innersense Detox Hair Mask,false,,Discover Innersense Detox Hair Mask: A Clarifying Detox Treatment to rest hair & remove Impurities from hair & scalp without stripping. Ideal for all hair types,,,,,,,,,,,,,"Innersense Organic Beauty is a love story between two seasoned beauty professionals who share a passion for health, hair, beauty and the planet. 
<br>Founded 2005 to meet the need for clean, pure, organic and non-toxic professional quality hair care products. In doing so, sourcing the highest quality and Certified Organic ingredients, in the purest, most concentrated form has been at the forefront of each product. Innersense have create a complete, award-winning line of safe, sustainable and cruelty free haircare products.",Innersense,"Take a deep breath and become centered. Apply to wet hair, work roots to ends. Leave on for 3-5 mins. Rinse thoroughly. Follow with innesense organic beauty hair bath and conditioner.","Water/Aqua/Eau, cetearyl alcohol, kaolin, glycerin, vinegar*, charcoal powder, oryza sativa (rice) bran oil, behentrimonium methosulfate, olea europaea (olive) fruit extract*, butyrospermum parkii (shea) butter*, stearalkonium chloride, hydrolyzed quinoa, epilobium angustifolum flower/leaf/stem extract, panthenol (vitamin b-5), potassium sorbate, hydrolyzed adansonia digitata seed extract, sodium levulinate, stearyl alcohol, amine hcl, benzyl alcohol, sodium benzoate, glycine soja (soybean) oil, cananga odorata (ylang ylang) flower oil, citrus aurantium dulcis (orange) peel oil, lavandula angustifolia(lavender) oil, pogostemon cablin (patchouli) oil, salvia sclarea (clary) oil, linalool, limonene <br>
*Certified Organic
",,,,,,,,,,,,innersense-pure-inspiration-daily-conditioner; innersense-pure-harmony-hairbath,"",only manual,,,kg,,55.05,active
innersense-detox-hair-mask,,,,,,,,,2 oz,,,,,,,,INN-DHM-59,320.0,shopify,deny,manual,45.00,,true,true,,,,,'850006575596,https://cdn.shopify.com/s/files/1/0504/5187/3989/files/507DE8E6-41D5-425E-ADD4-C04ADA0AAD65.png?v=1744096007,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,18.33,
innersense-detox-hair-mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0504/5187/3989/files/EDFEE45E-B776-44FD-B8AF-1C212FF2C49A.png?v=1744096007,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camille-rose-naturals-kids-mandarin-collection-bundle,Camille Rose Naturals Kids Mandarin Collection Bundle,"<p><span>The complete Camille Rose Mandarin Collection for your little ones.</span></p>
<p><span>The collection includes:</span></p>
<p>- Sundae Glaze Leave-in Conditioner</p>
<p>- Sweet Puddin' Buttercream</p>
<p>- Brown Butter Melt Hair Balm</p>",Camille Rose,Uncategorized,Moisturizers & Leave - Ins,"Brown buttler melt, Bundle, Camille Rose, Camille Rose Bundle, Camille Rose Kids, Camille Rose Mandarin Collection, Curly Hair, Frizz Free, Hair balm, Hair Primer, Kid Safe, kids, Leave In, Leave-In Conditioner, Moisturizer, Mummy & Me Edit, Natural, Natural Hair, Soothing Hair Balm, Sulfate - Free, Tender Head, The Mummy & Me Edit",true,Style,Bundle Set,,,,,,,,CAM-KMCB,1120.0,shopify,deny,manual,130.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0504/5187/3989/products/CamilleRoseKidsMandarinCollectionBundle.png?v=1647279139,1,"Camille Rose Kids Sweet Pudding Buttercream, Sundae Glaze and Brown Butter Melt",false,,,,,,,,,,,,,,,"Camille Rose Naturals is a trusted source for premium hair and beauty products formulated with gourmet ingredients to provide true nourishment to your strands.<br>
<br> Each product is developed with integrity and hand crafted with love. Perfect for all hair types and textures. <br>",Camille Rose,Please see individual product listing for directions.,Please see individual product listing for full ingredient list.,,'2,,,,,,,,,,,,,,,kg,,,active
camille-rose-naturals-kids-brown-butter-melt,Camille Rose Naturals Kids Brown Butter Melt Hair Balm,"<p><span>Mandarin Oil Hair Balm</span></p>
<p><span>A concentrated blend of natural butters and oils crafted to soothe the scalp and stimulate hair growth.</span></p><br>
<p><span data-mce-fragment=""1"">The soothing balm formula includes the ultimate blend of  butters. Shea, cocoa and mango which makes the perfect base for blending in oils of olive, orange and sunflower. For extra nourishment, the balm is topped off with a dollop of marshmallow to create a buttery batch of moisture crafted to soothe and stimulate your tender head's scalp.</span></p><br>
<p><span data-mce-fragment=""1"">Perfect for all hair types and textures including fine textures.</span></p>",Camille Rose,Uncategorized,Moisturizers & Leave - Ins,"Brown buttler melt, Camille Rose, Camille Rose Kids, Camille Rose Mandarin Collection, CG Approved, Curly Hair, Frizz Free, Hair balm, Hair Primer, Kid Safe, Kids, Leave In, Leave-In Conditioner, Moisturizer, Mummy & Me Edit, Natural, Natural Hair, Soothing Hair Balm, Sulfate - Free, Tender Head, The Mummy & Me Edit",true,Size,4 oz,,,,,,,,CAM-KBMHB-118,340.0,shopify,deny,manual,48.00,,true,true,,,,,'851557003521,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/CamilleRoseKidsBrownButterMelt.png?v=1647278101,1,Camille Rose Naturals Kids Brown Butter Melt Hair Balm,false,,Mandarin Oil Hair Balm with a concentrated blend of natural butters and oils crafted to soothe and moisturize the scalp delivering a long lasting hydrating care especially to sensitive tender heads. It perfect on all kind of hair types.,,,,,,,,,,,,,"Camille Rose Naturals is a trusted source for premium hair and beauty products formulated with gourmet ingredients to provide true nourishment to your strands.<br>
<br> Each product is developed with integrity and hand crafted with love. Perfect for all hair types and textures. <br>",Camille Rose,Part strands and apply a small amount to the hair.<br> Tender tresses are intensely nourished with Mom's touch of Brown Butter Melt.,"Helianthus annuus (sunflower) seed oil, olea europaea (olive) fruit oil, butyrospermum parkie (shea butter), theobroma cacao (cocoa) seed butter, citrus nobils (mandarin orange) peel oil, cetyl alcohol, euphorbia certifera (candelilla) wax, mangifera indica (mango) seed, althaea officinalis (marshmallow) leaf/root extract, tocopheryl acetate, fragrance (parfum)",,,,,,,,,,,,camille-rose-sweet-ginger-cleansing-rinse; camille-rose-naturals-kids-sundae-glaze; breahni-weightless-detangler,"",only manual,,,kg,,22.02,active
camille-rose-naturals-kids-sweet-puddin-buttercream,Camille Rose Naturals Kids Sweet Puddin' Buttercream,"<p>Mandarin Hair Buttercream</p>
<p><span>A vitamin-rich buttercream enriched with aloe and fruit oils crafts to moisturize and condition delicate strands.</span></p>
<p><br></p>
<p><span>With an equal measure parts of aloe and aqua mixed with the purest culinary oil concoction of sunflower, olive fruit and castor. Sweet juices of mandarin orange finish this silky rich buttercream blend.</span></p>",Camille Rose,Uncategorized,Styler,"Buttercream, Camille Rose, Camille Rose Kids, Children products, Curly Hair, Curly Kid products, Frizz Free, Hair Primer, Kid Safe, Kids, Leave In, Leave-In Conditioner, Moisturizer, Mummy & Me Edit, Natural, Natural Hair, Sulfate - Free, The Mummy & Me Edit",true,Size,8 fl oz,,,,,,,,CAM-KSPB-237,440.0,shopify,deny,manual,45.00,,true,true,,,,,'851557003514,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/CamilleRoseKidsSweetPuddin_Buttercream.png?v=1647276669,1,Camille Rose Naturals Kids Sweet Puddin' Buttercream,false,,"Mandarin Hair Buttercream A vitamin-rich buttercream enriched with aloe and fruit oils crafted to moisturize and condition delicate strands. This buttery blend is enriched with ingredient  is your go-to for scalp care, moisture retention and growth support.",,,,,,,,,,,,,"Camille Rose Naturals is a trusted source for premium hair and beauty products formulated with gourmet ingredients to provide true nourishment to your strands.<br>
<br> Each product is developed with integrity and hand crafted with love. Perfect for all hair types and textures. <br>",Camille Rose,"Section wet or dry hair and apply generously with fingers.<br>
May be used as styler for braids, twists and knots.<br>
Young strands hold onto style with a gentle stroke of Sweet Puddin'.","Water, (Aqua), Cocos nucifera (coconut) oil, althaea officinalis (marshmallow), helianthus annuus (sunflower) seed oil, brassicyl butter, cetearyl alcohol, citrus nobilis (mandarin orange) peel oil, ricinus communis (castor) seed oil, phenoxyethanol, l-arginne, fragrance (parfum)",,,,,,,,,,,,,,,,,kg,,24.41,active
camille-rose-naturals-kids-sundae-glaze,Camille Rose Naturals Kids Sundae Glaze,"<p>Mandarin Leave-in Conditioner<br></p>
<p>A naturally fruity leave-in moisture mixture crafted to nourish young strands after cleansing. This hair treat for your little ones is first crafted with<span data-mce-fragment=""1""> water, then a blend of softening oils - first coconut, then sunflower, and finally a pinch of castor.</span></p><br>
<p><span data-mce-fragment=""1""> This hair treat also includes orange peel which brightens this nourishing treat to create the perfect softening glaze for your boy or girl’s delicate strands.</span></p>",Camille Rose,Uncategorized,Moisturizers & Leave - Ins,"bestseller, Camille Rose, CG Approved, Curly Hair, Frizz Free, Hair Primer, Kid Safe, Kids, Leave In, Leave-In Conditioner, Moisturizer, Mummy & Me Edit, Natural, Natural Hair, Sulfate - Free, The Mummy & Me Edit",true,Size,8 fl oz,,,,,,,,CAM-NKSG-237,440.0,shopify,deny,manual,45.00,,true,true,,,,,'851557003507,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/CamilleRoseKidsSundaeGlazeLeave-inConditioner.png?v=1647275863,1,Camille Rose Naturals Kids Sundae Glaze,false,,"Mandarin Leave-in Conditioner A naturally fruity leave-in moisture mixture crafted to nourish young strands after cleansing. This leave-in starts with a base of hydrating water, then a blend of softening oils - first coconut, then sunflower, and finally a pinch of castor. This hair treat also includes orange peel which brightens this nourishing treat to create the perfect softening glaze for your boy or girl’s delicate strands.",,,,,,,,,,,,,"Camille Rose Naturals is a trusted source for premium hair and beauty products formulated with gourmet ingredients to provide true nourishment to your strands.<br>
<br> Each product is developed with integrity and hand crafted with love. Perfect for all hair types and textures. <br>",Camille Rose,"Add a dollop of this naturally fruity mixture after cleansing and watch their strands ""un-split"" as the moisture sinks in. Leave it in or rinse it out - it's up to you. <br>Did you know that orange and coconut were good for the hair, too?","Water, (Aqua), Cocos nucifera (coconut) oil, althaea officinalis (marshmallow), helianthus annuus (sunflower) seed oil, brassicyl butter, cetearyl alcohol, citrus nobilis (mandarin orange) peel oil, ricinus communis (castor) seed oil, phenoxyethanol, l-arginne, fragrance (parfum)",,,,,,,,,,,,camille-rose-sweet-ginger-cleansing-rinse; breahni-weightless-detangler; camille-rose-naturals-kids-brown-butter-melt,"",only manual,,,kg,,24.41,active
camille-rose-fresh-honey-hydrate,Camille Rose Honey Hydrate Leave-In,"<p data-mce-fragment=""1""><span>Droplets of pure honey, olive fruit and castor oils are blended into a sweet, hydrating hair conditioning base. Fresh bilberry and citrusy orange extract are layered with pure sugar maple in this confectionary hair treat crafted to provide maximum hair hydration benefits.</span></p><br>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">The Honey Collection offers a rich assortment of handcrafted hair blends for all textures.  This collection offers intense conditioning, texture-definition, supreme styling and everyday refreshing. Indulge in a mixed-fresh-to-order honey hair care system.</span></p>
<p data-mce-fragment=""1""><br></p>",Camille Rose,Uncategorized,Moisturizers & Leave - Ins,"Camille Rose, CG Approved, Dry & Brittle Hair, Honey, Honey Conditioner, Honey Hydrate, Length Retention, Moisture Rich, Moisturizing Treatment, Transitioning Hair, Weak & Brittle Hair",true,Size,9 fl oz,,,,,,,,CAM-HHLI-266,450.0,shopify,deny,manual,70.00,,true,true,,,,,'851557003491,https://cdn.shopify.com/s/files/1/0504/5187/3989/files/CamilleRoseHoneyHydrate.png?v=1707115629,1,Camille Rose Honey Hydrate Leave-In,false,,"Droplets of pure honey, olive fruit and castor oils are blended into a sweet, hydrating hair conditioning base. Creating a luscious formula that deeply nourishes and soften the kids from bottom. This honey collection is a curated system of handcrafted blend made for all hair texture.",,,,,,,,,,,,,"Camille Rose Naturals is a trusted source for premium hair and beauty products formulated with gourmet ingredients to provide true nourishment to your strands.<br>
<br> Each product is developed with integrity and hand crafted with love. Perfect for all hair types and textures. <br>",Camille Rose,"Upon washing and cleansing hair, apply onto damp hair with fingers, ensuring moisture reaches every strand.<br>
Style as desired.","Propanediol (Zemea), Olea Europaea (Olive) Fruit Oil, Honey (Mel), Ricinus Communis (Castor) Seed Oil, Aloe Barbadensis Leaf Juice, Vaccinium Myrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugarcane) Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Acer Saccharum (Sugar Maple) Extract, Black Tea Extract, Curcumin, Phenoxyethanol (Optiphen ND), Caprylyl Glycol, Phthalate Free Fragrance, And Love!",,'1,,,,,,,,,,camille-rose-moroccan-pear-conditioning-custard; camille-rose-sweet-ginger-cleansing-rinse,"",ahead,,,kg,,34.13,active
camille-rose-fresh-honey-hydrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/CamilleRoseHoneyHydrateLeave-In.png?v=1707115629,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
